Name	Description	Accession	cog_table	EG18NEC_Bin13	EG18NEC_Bin8	EG18NEC_Bin12	EG18NEC_Bin13	EG18NEC_Bin8
ComFC	Predicted amidophosphoribosyltransferases	COG1040	Predicted amidophosphoribosyltransferases	1	1	1	1	1
COG1042	Acyl-CoA synthetase (NDP forming)	COG1042	Acyl-CoA synthetase (NDP forming)	0	1	1	0	1
LpxA	Acyl-[acyl carrier protein].	COG1043	Acyl-[acyl carrier protein].	1	1	1	1	1
LpxD	UDP-3-O-[3-hydroxymyristoyl].	COG1044	UDP-3-O-[3-hydroxymyristoyl].	1	1	1	1	1
CysE	Serine acetyltransferase	COG1045	Serine acetyltransferase	1	1	1	1	1
AcnA	Aconitase A	COG1048	Aconitase A	1	1	1	1	1
COG1051	ADP-ribose pyrophosphatase	COG1051	ADP-ribose pyrophosphatase	2	1	2	2	1
LdhA	Lactate dehydrogenase and related dehydrogenases	COG1052	Lactate dehydrogenase and related dehydrogenases	2	3	3	2	3
SdhA	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	COG1053	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	1	1	1	1	1
COG1054	Predicted sulfurtransferase	COG1054	Predicted sulfurtransferase	1	2	1	1	2
NadD	Nicotinic acid mononucleotide adenylyltransferase	COG1057	Nicotinic acid mononucleotide adenylyltransferase	1	1	1	1	1
CinA	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	COG1058	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	1	1	1	1	1
AdhC	Zn-dependent alcohol dehydrogenases, class III	COG1062	Zn-dependent alcohol dehydrogenases, class III	1	2	1	1	2
Tdh	Threonine dehydrogenase and related Zn-dependent dehydrogenases	COG1063	Threonine dehydrogenase and related Zn-dependent dehydrogenases	1	2	5	1	2
Sms	Predicted ATP-dependent serine protease	COG1066	Predicted ATP-dependent serine protease	1	1	1	1	1
XylB	Sugar (pentulose and hexulose) kinases	COG1070	Sugar (pentulose and hexulose) kinases	1	2	4	1	2
AcoA	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	COG1071	Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit	1	1	2	1	1
CoaA	Panthothenate kinase	COG1072	Panthothenate kinase	1	2	4	1	2
COG1073	Hydrolases of the alpha/beta superfamily	COG1073	Hydrolases of the alpha/beta superfamily	1	1	2	1	1
RecB	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	COG1074	ATP-dependent exoDNAse (exonuclease V) beta subunit (contains helicase and exonuclease domains)	2	1	1	2	1
DjlA	DnaJ-domain-containing proteins 1	COG1076	DnaJ-domain-containing proteins 1	1	1	1	1	1
COG1079	Uncharacterized ABC-type transport system, permease component	COG1079	Uncharacterized ABC-type transport system, permease component	3	2	3	3	2
IolE	Sugar phosphate isomerases/epimerases	COG1082	Sugar phosphate isomerases/epimerases	1	4	11	1	4
COG1086	Predicted nucleoside-diphosphate sugar epimerases	COG1086	Predicted nucleoside-diphosphate sugar epimerases	1	1	1	1	1
GalE	UDP-glucose 4-epimerase	COG1087	UDP-glucose 4-epimerase	0	0	1	0	0
COG1092	Predicted SAM-dependent methyltransferases	COG1092	Predicted SAM-dependent methyltransferases	1	1	1	1	1
PhnK	ABC-type uncharacterized transport system, ATPase component	COG1101	ABC-type uncharacterized transport system, ATPase component	0	0	1	0	0
NifS	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes	COG1104	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes	1	1	1	1	1
ZnuB	ABC-type Mn2+/Zn2+ transport systems, permease components	COG1108	ABC-type Mn2+/Zn2+ transport systems, permease components	2	1	3	2	1
{ManB	Phosphomannomutase	COG1109	Phosphomannomutase	2	3	2	2	3
AlsT	Na+/alanine symporter	COG1115	Na+/alanine symporter	1	2	1	1	2
TauB	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component	3	2	3	3	2
PstB	ABC-type phosphate transport system, ATPase component	COG1117	ABC-type phosphate transport system, ATPase component	1	1	1	1	1
FepC	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components	COG1120	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components	0	1	1	0	1
ZnuC	ABC-type Mn/Zn transport systems, ATPase component	COG1121	ABC-type Mn/Zn transport systems, ATPase component	1	1	2	1	1
CbiO	ABC-type cobalt transport system, ATPase component	COG1122	ABC-type cobalt transport system, ATPase component	0	1	1	0	1
COG1123	ATPase components of various ABC-type transport systems, contain duplicated ATPase	COG1123	ATPase components of various ABC-type transport systems, contain duplicated ATPase	1	1	7	1	1
DppF	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	COG1124	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	0	0	1	0	0
GlnQ	ABC-type polar amino acid transport system, ATPase component	COG1126	ABC-type polar amino acid transport system, ATPase component	3	2	3	3	2
Ttg2A	ABC-type transport system involved in resistance to organic solvents, ATPase component	COG1127	ABC-type transport system involved in resistance to organic solvents, ATPase component	1	1	1	1	1
MglA	ABC-type sugar transport system, ATPase component	COG1129	ABC-type sugar transport system, ATPase component	2	10	12	2	10
CcmA	ABC-type multidrug transport system, ATPase component	COG1131	ABC-type multidrug transport system, ATPase component	0	4	1	0	4
MdlB	ABC-type multidrug transport system, ATPase and permease components	COG1132	ABC-type multidrug transport system, ATPase and permease components	6	3	4	6	3
SalX	ABC-type antimicrobial peptide transport system, ATPase component	COG1136	ABC-type antimicrobial peptide transport system, ATPase component	4	1	4	4	1
YhbG	ABC-type (unclassified) transport system, ATPase component	COG1137	ABC-type (unclassified) transport system, ATPase component	1	1	1	1	1
CcmF	Cytochrome c biogenesis factor	COG1138	Cytochrome c biogenesis factor	1	1	2	1	1
COG1139	Uncharacterized conserved protein containing a ferredoxin-like domain	COG1139	Uncharacterized conserved protein containing a ferredoxin-like domain	0	0	1	0	0
NarY	Nitrate reductase beta subunit	COG1140	Nitrate reductase beta subunit	0	0	1	0	0
NuoI	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	1	1	1	1	1
COG1146	Ferredoxin	COG1146	Ferredoxin	2	2	3	2	2
Dxs	Deoxyxylulose-5-phosphate synthase	COG1154	Deoxyxylulose-5-phosphate synthase	1	2	1	1	2
FliI	Flagellar biosynthesis/type III secretory pathway ATPase	COG1157	Flagellar biosynthesis/type III secretory pathway ATPase	0	0	1	0	0
Rho	Transcription termination factor	COG1158	Transcription termination factor	1	1	1	1	1
Era	GTPase	COG1159	GTPase	1	1	1	1	1
COG1160	Predicted GTPases	COG1160	Predicted GTPases	1	1	1	1	1
COG1164	Oligoendopeptidase F	COG1164	Oligoendopeptidase F	1	1	1	1	1
SpeA	Arginine decarboxylase (spermidine biosynthesis)	COG1166	Arginine decarboxylase (spermidine biosynthesis)	0	0	1	0	0
ARO8	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	COG1167	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	2	4	7	2	4
MalY	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	COG1168	Bifunctional PLP-dependent enzyme with beta-cystathionase and maltose regulon repressor activities	0	0	1	0	0
IlvA	Threonine dehydratase	COG1171	Threonine dehydratase	2	4	1	2	4
AraH	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	COG1172	Ribose/xylose/arabinose/galactoside ABC-type transport systems, permease components	1	6	13	1	6
DppC	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	4	2	9	4	2
UgpA	ABC-type sugar transport systems, permease components	COG1175	ABC-type sugar transport systems, permease components	8	4	22	8	4
PotB	ABC-type spermidine/putrescine transport system, permease component I	COG1176	ABC-type spermidine/putrescine transport system, permease component I	3	3	3	3	3
PotC	ABC-type spermidine/putrescine transport system, permease component II	COG1177	ABC-type spermidine/putrescine transport system, permease component II	3	3	6	3	3
ThiP	ABC-type Fe3+ transport system, permease component	COG1178	ABC-type Fe3+ transport system, permease component	2	1	2	2	1
DdlA	D-alanine-D-alanine ligase and related ATP-grasp enzymes	COG1181	D-alanine-D-alanine ligase and related ATP-grasp enzymes	1	1	1	1	1
PssA	Phosphatidylserine synthase	COG1183	Phosphatidylserine synthase	2	3	1	2	3
Pnp	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	COG1185	Polyribonucleotide nucleotidyltransferase (polynucleotide phosphorylase)	1	1	1	1	1
PrfB	Protein chain release factor B	COG1186	Protein chain release factor B	2	1	2	2	1
RsuA	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases	COG1187	16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases	1	1	1	1	1
COG1188	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	COG1188	Ribosome-associated heat shock protein implicated in the recycling of the 50S subunit (S4 paralog)	1	1	1	1	1
COG1189	Predicted rRNA methylase	COG1189	Predicted rRNA methylase	1	1	1	1	1
LysU	Lysyl-tRNA synthetase (class II)	COG1190	Lysyl-tRNA synthetase (class II)	0	0	1	0	0
Soj	ATPases involved in chromosome partitioning	COG1192	ATPases involved in chromosome partitioning	2	4	1	2	4
MutY	A/G-specific DNA glycosylase	COG1194	A/G-specific DNA glycosylase	1	1	1	1	1
RecF	Recombinational DNA repair ATPase (RecF pathway)	COG1195	Recombinational DNA repair ATPase (RecF pathway)	1	1	1	1	1
Smc	Chromosome segregation ATPases	COG1196	Chromosome segregation ATPases	8	4	9	8	4
Mfd	Transcription-repair coupling factor (superfamily II helicase)	COG1197	Transcription-repair coupling factor (superfamily II helicase)	1	1	1	1	1
PriA	Primosomal protein N' (replication factor Y) - superfamily II helicase	COG1198	Primosomal protein N' (replication factor Y) - superfamily II helicase	1	1	1	1	1
RecG	RecG-like helicase	COG1200	RecG-like helicase	1	1	1	1	1
Lhr	Lhr-like helicases	COG1201	Lhr-like helicases	1	0	1	1	0
Gid	NAD(FAD)-utilizing enzyme possibly involved in translation	COG1206	NAD(FAD)-utilizing enzyme possibly involved in translation	1	1	1	1	1
GlmU	N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains)	COG1207	N-acetylglucosamine-1-phosphate uridyltransferase (contains nucleotidyltransferase and I-patch acetyltransferase domains)	1	1	1	1	1
GCD1	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)	COG1208	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)	1	2	2	1	2
GalU	UDP-glucose pyrophosphorylase	COG1210	UDP-glucose pyrophosphorylase	1	1	1	1	1
IspD	4-diphosphocytidyl-2-methyl-D-erithritol synthase	COG1211	4-diphosphocytidyl-2-methyl-D-erithritol synthase	1	1	1	1	1
KdsB	CMP-2-keto-3-deoxyoctulosonic acid synthetase	COG1212	CMP-2-keto-3-deoxyoctulosonic acid synthetase	1	1	1	1	1
COG1214	Inactive homolog of metal-dependent proteases, putative molecular chaperone	COG1214	Inactive homolog of metal-dependent proteases, putative molecular chaperone	1	1	1	1	1
COG1215	Glycosyltransferases, probably involved in cell wall biogenesis	COG1215	Glycosyltransferases, probably involved in cell wall biogenesis	1	1	2	1	1
COG1216	Predicted glycosyltransferases	COG1216	Predicted glycosyltransferases	0	0	1	0	0
TypA	Predicted membrane GTPase involved in stress response	COG1217	Predicted membrane GTPase involved in stress response	1	1	1	1	1
CysQ	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	COG1218	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase	1	1	2	1	1
ClpX	ATP-dependent protease Clp, ATPase subunit	COG1219	ATP-dependent protease Clp, ATPase subunit	1	1	1	1	1
HslU	ATP-dependent protease HslVU (ClpYQ), ATPase subunit	COG1220	ATP-dependent protease HslVU (ClpYQ), ATPase subunit	1	1	1	1	1
Bcp	Peroxiredoxin	COG1225	Peroxiredoxin	2	2	1	2	2
Kch	Kef-type K+ transport systems, predicted NAD-binding component	COG1226	Kef-type K+ transport systems, predicted NAD-binding component	1	1	2	1	1
HutI	Imidazolonepropionase and related amidohydrolases	COG1228	Imidazolonepropionase and related amidohydrolases	0	1	2	0	1
CzcD	Co/Zn/Cd efflux system component	COG1230	Co/Zn/Cd efflux system component	1	0	1	1	0
COG1231	Monoamine oxidase	COG1231	Monoamine oxidase	0	0	1	0	0
PhnP	Metal-dependent hydrolases of the beta-lactamase superfamily I	COG1235	Metal-dependent hydrolases of the beta-lactamase superfamily I	2	2	1	2	2
COG1238	Predicted membrane protein	COG1238	Predicted membrane protein	0	1	1	0	1
ChlD	Mg-chelatase subunit ChlD	COG1240	Mg-chelatase subunit ChlD	0	0	2	0	0
ArgA	N-acetylglutamate synthase and related acetyltransferases	COG1246	N-acetylglutamate synthase and related acetyltransferases	1	0	2	1	0
COG1247	Sortase and related acyltransferases	COG1247	Sortase and related acyltransferases	1	2	2	1	2
Lpd	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	COG1249	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	4	4	7	4	4
FadB	3-hydroxyacyl-CoA dehydrogenase	COG1250	3-hydroxyacyl-CoA dehydrogenase	3	4	2	3	4
TlyC	Hemolysins and related proteins containing CBS domains	COG1253	Hemolysins and related proteins containing CBS domains	2	1	1	2	1
FlgK	Flagellar hook-associated protein	COG1256	Flagellar hook-associated protein	0	0	1	0	0
FlgA	Flagellar basal body P-ring biosynthesis protein	COG1261	Flagellar basal body P-ring biosynthesis protein	0	0	1	0	0
BioY	Uncharacterized conserved protein	COG1268	Uncharacterized conserved protein	1	1	1	1	1
CbiB	Cobalamin biosynthesis protein CobD/CbiB	COG1270	Cobalamin biosynthesis protein CobD/CbiB	1	2	1	1	2
CydA	Cytochrome bd-type quinol oxidase, subunit 1	COG1271	Cytochrome bd-type quinol oxidase, subunit 1	1	0	1	1	0
NosY	ABC-type transport system involved in multi-copper enzyme maturation, permease component	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component	0	0	1	0	0
CspC	Cold shock proteins	COG1278	Cold shock proteins	3	3	5	3	3
COG1279	Lysine efflux permease	COG1279	Lysine efflux permease	1	0	1	1	0
RhtB	Putative threonine efflux protein	COG1280	Putative threonine efflux protein	9	9	11	9	9
COG1281	Disulfide bond chaperones of the HSP33 family	COG1281	Disulfide bond chaperones of the HSP33 family	1	1	1	1	1
PntB	NAD/NADP transhydrogenase beta subunit	COG1282	NAD/NADP transhydrogenase beta subunit	1	1	1	1	1
NptA	Na+/phosphate symporter	COG1283	Na+/phosphate symporter	0	0	2	0	0
CvpA	Uncharacterized membrane protein, required for colicin V production	COG1286	Uncharacterized membrane protein, required for colicin V production	1	1	1	1	1
QcrB	Cytochrome b subunit of the bc complex	COG1290	Cytochrome b subunit of the bc complex	1	1	1	1	1
MotA	Flagellar motor component	COG1291	Flagellar motor component	0	0	1	0	0
BetT	Choline-glycine betaine transporter	COG1292	Choline-glycine betaine transporter	3	1	2	3	1
AppB	Cytochrome bd-type quinol oxidase, subunit 2	COG1294	Cytochrome bd-type quinol oxidase, subunit 2	1	0	1	1	0
AzlC	Predicted branched-chain amino acid permease (azaleucine resistance)	COG1296	Predicted branched-chain amino acid permease (azaleucine resistance)	2	1	2	2	1
FlhA	Flagellar biosynthesis pathway, component FlhA	COG1298	Flagellar biosynthesis pathway, component FlhA	1	0	1	1	0
AcrR	Transcriptional regulator	COG1309	Transcriptional regulator	4	4	19	4	4
UxuA	D-mannonate dehydratase	COG1312	D-mannonate dehydratase	0	2	1	0	2
SecG	Preprotein translocase subunit SecG	COG1314	Preprotein translocase subunit SecG	1	1	1	1	1
CoxM	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs	COG1319	Aerobic-type carbon monoxide dehydrogenase, middle subunit CoxM/CutM homologs	1	2	2	1	2
MnhG	Multisubunit Na+/H+ antiporter, MnhG subunit	COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit	1	1	1	1	1
COG1322	Predicted nuclease of restriction endonuclease-like fold, RmuC family	COG1322	Predicted nuclease of restriction endonuclease-like fold, RmuC family	1	1	1	1	1
COG1327	Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains	COG1327	Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains	1	1	1	1	1
COG1329	Transcriptional regulators, similar to M. xanthus CarD	COG1329	Transcriptional regulators, similar to M. xanthus CarD	1	1	1	1	1
PncA	Amidases related to nicotinamidase	COG1335	Amidases related to nicotinamidase	1	1	1	1	1
FliP	Flagellar biosynthesis pathway, component FliP	COG1338	Flagellar biosynthesis pathway, component FliP	0	0	1	0	0
FlgL	Flagellin and related hook-associated proteins	COG1344	Flagellin and related hook-associated proteins	0	0	1	0	0
GlpR	Transcriptional regulators of sugar metabolism	COG1349	Transcriptional regulators of sugar metabolism	0	2	3	0	2
CheR	Methylase of chemotaxis methyl-accepting proteins	COG1352	Methylase of chemotaxis methyl-accepting proteins	0	0	1	0	0
scpA	Rec8/ScpA/Scc1-like protein (kleisin family)	COG1354	Rec8/ScpA/Scc1-like protein (kleisin family)	1	1	1	1	1
COG1359	Uncharacterized conserved protein	COG1359	Uncharacterized conserved protein	2	0	5	2	0
MotB	Flagellar motor protein	COG1360	Flagellar motor protein	1	1	3	1	1
ArgJ	N-acetylglutamate synthase (N-acetylornithine aminotransferase)	COG1364	N-acetylglutamate synthase (N-acetylornithine aminotransferase)	1	1	1	1	1
SpoIIAA	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	COG1366	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	0	1	1	0	1
ErfK	Uncharacterized protein conserved in bacteria	COG1376	Uncharacterized protein conserved in bacteria	4	4	6	4	4
FlhB	Flagellar biosynthesis pathway, component FlhB	COG1377	Flagellar biosynthesis pathway, component FlhB	0	0	1	0	0
RecO	Recombinational DNA repair protein (RecF pathway)	COG1381	Recombinational DNA repair protein (RecF pathway)	1	1	1	1	1
COG1385	Uncharacterized protein conserved in bacteria	COG1385	Uncharacterized protein conserved in bacteria	1	2	1	1	2
scpB	Chromosome segregation and condensation protein B	COG1386	Chromosome segregation and condensation protein B	2	1	1	2	1
LytE	FOG: LysM repeat	COG1388	FOG: LysM repeat	2	1	2	2	1
GlnE	Glutamine synthetase adenylyltransferase	COG1391	Glutamine synthetase adenylyltransferase	1	1	1	1	1
